<DATE>,<VOL>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
13/09/18,7,108570.0000000,108590.0000000,108540.0000000,108540.0000000
13/09/18,24,108590.0000000,108600.0000000,108580.0000000,108600.0000000
13/09/18,25,108540.0000000,108540.0000000,108510.0000000,108510.0000000
13/09/18,38,108510.0000000,108510.0000000,108470.0000000,108480.0000000
13/09/18,26,108500.0000000,108500.0000000,108450.0000000,108450.0000000
13/09/18,110,108480.0000000,108540.0000000,108470.0000000,108470.0000000
13/09/18,12,108440.0000000,108470.0000000,108430.0000000,108470.0000000
13/09/18,5,108510.0000000,108510.0000000,108490.0000000,108490.0000000
13/09/18,5,108450.0000000,108450.0000000,108410.0000000,108410.0000000
13/09/18,30,108380.0000000,108430.0000000,108380.0000000,108410.0000000
13/09/18,24,108440.0000000,108450.0000000,108440.0000000,108440.0000000
13/09/18,31,108440.0000000,108440.0000000,108440.0000000,108440.0000000
13/09/18,22,108430.0000000,108450.0000000,108430.0000000,108440.0000000
13/09/18,5,108440.0000000,108440.0000000,108370.0000000,108380.0000000
13/09/18,14,108370.0000000,108370.0000000,108300.0000000,108300.0000000
13/09/18,35,108300.0000000,108350.0000000,108290.0000000,108340.0000000
13/09/18,39,108350.0000000,108360.0000000,108350.0000000,108360.0000000
13/09/18,11,108340.0000000,108410.0000000,108340.0000000,108410.0000000
13/09/18,10,108370.0000000,108370.0000000,108350.0000000,108350.0000000
13/09/18,5,108390.0000000,108390.0000000,108390.0000000,108390.0000000
13/09/18,16,108390.0000000,108410.0000000,108380.0000000,108380.0000000
13/09/18,101,108300.0000000,108300.0000000,108210.0000000,108210.0000000
13/09/18,80,108200.0000000,108200.0000000,108060.0000000,108060.0000000
13/09/18,25,108090.0000000,108180.0000000,108090.0000000,108180.0000000
13/09/18,41,108140.0000000,108140.0000000,108100.0000000,108110.0000000
13/09/18,63,108150.0000000,108150.0000000,107980.0000000,107980.0000000
13/09/18,208,108000.0000000,108000.0000000,107840.0000000,107890.0000000
13/09/18,22,107890.0000000,107900.0000000,107890.0000000,107900.0000000
13/09/18,7,107890.0000000,107960.0000000,107890.0000000,107960.0000000
13/09/18,26,107920.0000000,107920.0000000,107900.0000000,107900.0000000
13/09/18,28,107900.0000000,107900.0000000,107880.0000000,107880.0000000
13/09/18,17,107880.0000000,107920.0000000,107880.0000000,107910.0000000
13/09/18,23,107880.0000000,107880.0000000,107860.0000000,107860.0000000
13/09/18,47,107860.0000000,107870.0000000,107840.0000000,107870.0000000
13/09/18,35,107840.0000000,107840.0000000,107800.0000000,107810.0000000
13/09/18,25,107790.0000000,107810.0000000,107760.0000000,107790.0000000
13/09/18,26,107780.0000000,107780.0000000,107720.0000000,107750.0000000
13/09/18,31,107780.0000000,107820.0000000,107780.0000000,107800.0000000
13/09/18,28,107850.0000000,107900.0000000,107850.0000000,107900.0000000
13/09/18,103,107930.0000000,107940.0000000,107850.0000000,107850.0000000
13/09/18,8,107840.0000000,107850.0000000,107840.0000000,107840.0000000
13/09/18,15,107870.0000000,107870.0000000,107820.0000000,107820.0000000
13/09/18,116,107820.0000000,107820.0000000,107710.0000000,107710.0000000
13/09/18,118,107710.0000000,107710.0000000,107680.0000000,107710.0000000
13/09/18,18,107720.0000000,107730.0000000,107700.0000000,107730.0000000
13/09/18,20,107740.0000000,107750.0000000,107730.0000000,107750.0000000
13/09/18,26,107810.0000000,107810.0000000,107790.0000000,107790.0000000
13/09/18,555,107810.0000000,107820.0000000,107100.0000000,107100.0000000
13/09/18,384,107070.0000000,107100.0000000,106840.0000000,106910.0000000
13/09/18,310,106950.0000000,106950.0000000,106770.0000000,106890.0000000
13/09/18,78,106820.0000000,106900.0000000,106770.0000000,106890.0000000
13/09/18,185,106900.0000000,107120.0000000,106900.0000000,107000.0000000
13/09/18,20,107060.0000000,107190.0000000,107050.0000000,107150.0000000
13/09/18,99,107100.0000000,107100.0000000,107010.0000000,107030.0000000
13/09/18,94,107020.0000000,107160.0000000,107020.0000000,107130.0000000
13/09/18,21,107100.0000000,107100.0000000,107020.0000000,107090.0000000
13/09/18,2,107150.0000000,107150.0000000,107150.0000000,107150.0000000
13/09/18,18,107120.0000000,107270.0000000,107120.0000000,107270.0000000
13/09/18,154,107280.0000000,107420.0000000,107280.0000000,107390.0000000
13/09/18,31,107370.0000000,107390.0000000,107320.0000000,107320.0000000
13/09/18,73,107320.0000000,107360.0000000,107270.0000000,107360.0000000
13/09/18,170,107380.0000000,107530.0000000,107380.0000000,107450.0000000
13/09/18,2,107440.0000000,107440.0000000,107400.0000000,107400.0000000
13/09/18,6,107400.0000000,107400.0000000,107370.0000000,107370.0000000
13/09/18,85,107360.0000000,107360.0000000,107280.0000000,107300.0000000
13/09/18,132,107290.0000000,107300.0000000,107180.0000000,107210.0000000
13/09/18,20,107200.0000000,107250.0000000,107200.0000000,107250.0000000
13/09/18,7,107240.0000000,107240.0000000,107190.0000000,107240.0000000
13/09/18,6,107170.0000000,107170.0000000,107140.0000000,107140.0000000
13/09/18,119,107150.0000000,107170.0000000,107100.0000000,107120.0000000
13/09/18,58,107230.0000000,107310.0000000,107230.0000000,107310.0000000
13/09/18,33,107280.0000000,107320.0000000,107280.0000000,107310.0000000
13/09/18,11,107300.0000000,107370.0000000,107300.0000000,107370.0000000
13/09/18,17,107340.0000000,107350.0000000,107310.0000000,107310.0000000
13/09/18,25,107370.0000000,107410.0000000,107370.0000000,107410.0000000
13/09/18,71,107410.0000000,107420.0000000,107370.0000000,107420.0000000
13/09/18,21,107400.0000000,107420.0000000,107400.0000000,107420.0000000
13/09/18,9,107410.0000000,107430.0000000,107400.0000000,107430.0000000
13/09/18,4,107430.0000000,107430.0000000,107420.0000000,107430.0000000
13/09/18,15,107440.0000000,107440.0000000,107380.0000000,107380.0000000
13/09/18,3,107400.0000000,107400.0000000,107400.0000000,107400.0000000
13/09/18,9,107380.0000000,107400.0000000,107360.0000000,107390.0000000
13/09/18,140,107400.0000000,107460.0000000,107400.0000000,107460.0000000
13/09/18,56,107460.0000000,107600.0000000,107460.0000000,107590.0000000
13/09/18,5,107570.0000000,107620.0000000,107570.0000000,107620.0000000
13/09/18,9,107620.0000000,107620.0000000,107580.0000000,107580.0000000
13/09/18,16,107610.0000000,107630.0000000,107590.0000000,107630.0000000
13/09/18,81,107610.0000000,107780.0000000,107610.0000000,107780.0000000
13/09/18,36,107780.0000000,107860.0000000,107780.0000000,107800.0000000
13/09/18,11,107780.0000000,107780.0000000,107750.0000000,107750.0000000
13/09/18,19,107740.0000000,107740.0000000,107570.0000000,107570.0000000
13/09/18,258,107550.0000000,107550.0000000,107130.0000000,107190.0000000
13/09/18,21,107180.0000000,107260.0000000,107160.0000000,107180.0000000
13/09/18,22,107210.0000000,107210.0000000,107170.0000000,107170.0000000
13/09/18,38,107200.0000000,107220.0000000,107070.0000000,107070.0000000
13/09/18,107,107060.0000000,107060.0000000,106830.0000000,106830.0000000
13/09/18,42,106820.0000000,106940.0000000,106810.0000000,106940.0000000
13/09/18,92,106910.0000000,106910.0000000,106850.0000000,106880.0000000
13/09/18,115,106840.0000000,107120.0000000,106840.0000000,106900.0000000
13/09/18,39,106930.0000000,106940.0000000,106880.0000000,106900.0000000
13/09/18,25,106900.0000000,107070.0000000,106900.0000000,107070.0000000
13/09/18,19,107050.0000000,107100.0000000,107050.0000000,107080.0000000
13/09/18,30,107130.0000000,107180.0000000,107130.0000000,107180.0000000
13/09/18,12,107150.0000000,107190.0000000,107140.0000000,107140.0000000
13/09/18,18,107050.0000000,107080.0000000,107030.0000000,107080.0000000
13/09/18,18,107030.0000000,107150.0000000,107000.0000000,107150.0000000
13/09/18,16,107180.0000000,107190.0000000,107100.0000000,107100.0000000
13/09/18,12,107090.0000000,107100.0000000,107020.0000000,107080.0000000
13/09/18,14,107050.0000000,107060.0000000,107020.0000000,107020.0000000
13/09/18,59,107030.0000000,107140.0000000,107000.0000000,107140.0000000
13/09/18,12,107180.0000000,107220.0000000,107180.0000000,107200.0000000
13/09/18,2,107220.0000000,107220.0000000,107220.0000000,107220.0000000
13/09/18,6,107220.0000000,107220.0000000,107180.0000000,107180.0000000
13/09/18,10,107230.0000000,107250.0000000,107230.0000000,107250.0000000
13/09/18,5,107230.0000000,107260.0000000,107230.0000000,107260.0000000
13/09/18,17,107270.0000000,107310.0000000,107270.0000000,107290.0000000
13/09/18,3,107290.0000000,107290.0000000,107290.0000000,107290.0000000
13/09/18,18,107300.0000000,107330.0000000,107300.0000000,107300.0000000
13/09/18,7,107270.0000000,107300.0000000,107270.0000000,107300.0000000
13/09/18,5,107290.0000000,107310.0000000,107290.0000000,107310.0000000
13/09/18,1,107250.0000000,107250.0000000,107250.0000000,107250.0000000
13/09/18,9,107290.0000000,107320.0000000,107290.0000000,107290.0000000
13/09/18,12,107260.0000000,107260.0000000,107250.0000000,107250.0000000
13/09/18,5,107250.0000000,107340.0000000,107250.0000000,107340.0000000
13/09/18,11,107340.0000000,107350.0000000,107340.0000000,107350.0000000
13/09/18,37,107360.0000000,107400.0000000,107360.0000000,107400.0000000
13/09/18,4,107380.0000000,107400.0000000,107380.0000000,107400.0000000
13/09/18,118,107370.0000000,107400.0000000,107370.0000000,107400.0000000
13/09/18,23,107400.0000000,107400.0000000,107400.0000000,107400.0000000
13/09/18,4,107440.0000000,107440.0000000,107400.0000000,107400.0000000
13/09/18,12,107390.0000000,107430.0000000,107390.0000000,107400.0000000
13/09/18,25,107420.0000000,107440.0000000,107420.0000000,107440.0000000
13/09/18,6,107430.0000000,107430.0000000,107430.0000000,107430.0000000
13/09/18,20,107450.0000000,107450.0000000,107430.0000000,107430.0000000
13/09/18,33,107430.0000000,107430.0000000,107430.0000000,107430.0000000
13/09/18,6,107430.0000000,107460.0000000,107430.0000000,107460.0000000
13/09/18,1,107460.0000000,107460.0000000,107460.0000000,107460.0000000
13/09/18,4,107440.0000000,107440.0000000,107440.0000000,107440.0000000
13/09/18,34,107440.0000000,107510.0000000,107440.0000000,107510.0000000
13/09/18,9,107520.0000000,107520.0000000,107490.0000000,107490.0000000
13/09/18,10,107500.0000000,107500.0000000,107450.0000000,107450.0000000
13/09/18,30,107440.0000000,107440.0000000,107350.0000000,107350.0000000
13/09/18,18,107330.0000000,107370.0000000,107300.0000000,107300.0000000
13/09/18,1,107300.0000000,107300.0000000,107300.0000000,107300.0000000
13/09/18,80,107310.0000000,107310.0000000,107290.0000000,107300.0000000
13/09/18,3,107300.0000000,107300.0000000,107290.0000000,107290.0000000
13/09/18,8,107290.0000000,107300.0000000,107280.0000000,107280.0000000
13/09/18,24,107310.0000000,107310.0000000,107250.0000000,107250.0000000
13/09/18,3,107270.0000000,107270.0000000,107260.0000000,107260.0000000
13/09/18,3,107250.0000000,107250.0000000,107250.0000000,107250.0000000
13/09/18,1,107270.0000000,107270.0000000,107270.0000000,107270.0000000
13/09/18,3,107300.0000000,107300.0000000,107280.0000000,107280.0000000
13/09/18,2,107330.0000000,107330.0000000,107320.0000000,107320.0000000
13/09/18,1,107280.0000000,107280.0000000,107280.0000000,107280.0000000
13/09/18,4,107270.0000000,107270.0000000,107270.0000000,107270.0000000
13/09/18,1,107320.0000000,107320.0000000,107320.0000000,107320.0000000
13/09/18,6,107360.0000000,107370.0000000,107360.0000000,107370.0000000
13/09/18,37,107390.0000000,107410.0000000,107360.0000000,107410.0000000
13/09/18,1,107360.0000000,107360.0000000,107360.0000000,107360.0000000
13/09/18,7,107330.0000000,107330.0000000,107310.0000000,107310.0000000
13/09/18,5,107340.0000000,107340.0000000,107340.0000000,107340.0000000
13/09/18,2,107290.0000000,107290.0000000,107290.0000000,107290.0000000
13/09/18,17,107250.0000000,107250.0000000,107230.0000000,107230.0000000
13/09/18,3,107250.0000000,107250.0000000,107250.0000000,107250.0000000
13/09/18,11,107280.0000000,107280.0000000,107280.0000000,107280.0000000
13/09/18,2,107300.0000000,107300.0000000,107300.0000000,107300.0000000
13/09/18,1,107250.0000000,107250.0000000,107250.0000000,107250.0000000
13/09/18,6,107240.0000000,107240.0000000,107210.0000000,107230.0000000
13/09/18,4,107250.0000000,107280.0000000,107250.0000000,107280.0000000
13/09/18,10,107240.0000000,107240.0000000,107240.0000000,107240.0000000
13/09/18,4,107260.0000000,107260.0000000,107260.0000000,107260.0000000
13/09/18,22,107300.0000000,107300.0000000,107290.0000000,107290.0000000
13/09/18,5,107290.0000000,107290.0000000,107290.0000000,107290.0000000
13/09/18,5,107300.0000000,107320.0000000,107270.0000000,107270.0000000
13/09/18,2,107340.0000000,107350.0000000,107340.0000000,107350.0000000
13/09/18,9,107310.0000000,107310.0000000,107310.0000000,107310.0000000
13/09/18,23,107300.0000000,107300.0000000,107290.0000000,107290.0000000
13/09/18,7,107290.0000000,107290.0000000,107250.0000000,107250.0000000
13/09/18,2,107290.0000000,107290.0000000,107290.0000000,107290.0000000
13/09/18,22,107250.0000000,107250.0000000,107180.0000000,107180.0000000
13/09/18,2,107200.0000000,107200.0000000,107200.0000000,107200.0000000
13/09/18,4,107190.0000000,107190.0000000,107190.0000000,107190.0000000
13/09/18,3,107190.0000000,107200.0000000,107190.0000000,107200.0000000
13/09/18,1,107220.0000000,107220.0000000,107220.0000000,107220.0000000
13/09/18,1,107200.0000000,107200.0000000,107200.0000000,107200.0000000
13/09/18,87,107170.0000000,107440.0000000,107110.0000000,107350.0000000
13/09/18,1,107370.0000000,107370.0000000,107370.0000000,107370.0000000
13/09/18,1,107370.0000000,107370.0000000,107370.0000000,107370.0000000
13/09/18,3,107320.0000000,107320.0000000,107320.0000000,107320.0000000
13/09/18,4,107450.0000000,107500.0000000,107450.0000000,107500.0000000
13/09/18,6,107490.0000000,107490.0000000,107490.0000000,107490.0000000
13/09/18,17,107380.0000000,107380.0000000,107350.0000000,107350.0000000
13/09/18,5,107400.0000000,107400.0000000,107400.0000000,107400.0000000
13/09/18,4,107600.0000000,107620.0000000,107600.0000000,107600.0000000
13/09/18,5,107600.0000000,107600.0000000,107600.0000000,107600.0000000
13/09/18,6,107530.0000000,107530.0000000,107530.0000000,107530.0000000
13/09/18,14,107500.0000000,107500.0000000,107460.0000000,107460.0000000
13/09/18,15,107570.0000000,107570.0000000,107570.0000000,107570.0000000
13/09/18,1,107450.0000000,107450.0000000,107450.0000000,107450.0000000
13/09/18,1,107420.0000000,107420.0000000,107420.0000000,107420.0000000
13/09/18,1,107450.0000000,107450.0000000,107450.0000000,107450.0000000
13/09/18,2,107440.0000000,107440.0000000,107440.0000000,107440.0000000
13/09/18,2,107520.0000000,107520.0000000,107520.0000000,107520.0000000
13/09/18,17,107550.0000000,107550.0000000,107520.0000000,107520.0000000
13/09/18,8,107570.0000000,107570.0000000,107570.0000000,107570.0000000
13/09/18,6,107570.0000000,107570.0000000,107570.0000000,107570.0000000
13/09/18,16,107570.0000000,107580.0000000,107510.0000000,107560.0000000
13/09/18,2,107510.0000000,107510.0000000,107510.0000000,107510.0000000
13/09/18,17,107530.0000000,107550.0000000,107530.0000000,107550.0000000
13/09/18,6,107610.0000000,107620.0000000,107610.0000000,107620.0000000
13/09/18,19,107630.0000000,107660.0000000,107630.0000000,107660.0000000
13/09/18,17,107620.0000000,107620.0000000,107580.0000000,107580.0000000
13/09/18,2,107570.0000000,107600.0000000,107570.0000000,107600.0000000
13/09/18,1,107600.0000000,107600.0000000,107600.0000000,107600.0000000
13/09/18,14,107570.0000000,107570.0000000,107530.0000000,107530.0000000
13/09/18,5,107600.0000000,107600.0000000,107600.0000000,107600.0000000
13/09/18,1,107630.0000000,107630.0000000,107630.0000000,107630.0000000
13/09/18,1,107580.0000000,107580.0000000,107580.0000000,107580.0000000
13/09/18,5,107580.0000000,107580.0000000,107580.0000000,107580.0000000
13/09/18,1,107580.0000000,107580.0000000,107580.0000000,107580.0000000
13/09/18,2,107550.0000000,107570.0000000,107550.0000000,107570.0000000
13/09/18,21,107550.0000000,107600.0000000,107550.0000000,107600.0000000
13/09/18,9,107550.0000000,107550.0000000,107540.0000000,107540.0000000
13/09/18,5,107510.0000000,107510.0000000,107510.0000000,107510.0000000
13/09/18,3,107510.0000000,107510.0000000,107500.0000000,107500.0000000
13/09/18,3,107500.0000000,107500.0000000,107500.0000000,107500.0000000
13/09/18,10,107460.0000000,107460.0000000,107390.0000000,107390.0000000
13/09/18,2,107470.0000000,107470.0000000,107470.0000000,107470.0000000
13/09/18,18,107410.0000000,107410.0000000,107360.0000000,107390.0000000
13/09/18,2,107390.0000000,107390.0000000,107390.0000000,107390.0000000
13/09/18,12,107380.0000000,107380.0000000,107380.0000000,107380.0000000
13/09/18,20,107440.0000000,107580.0000000,107440.0000000,107580.0000000
13/09/18,2,107470.0000000,107470.0000000,107470.0000000,107470.0000000
13/09/18,1,107460.0000000,107460.0000000,107460.0000000,107460.0000000
13/09/18,1,107470.0000000,107470.0000000,107470.0000000,107470.0000000
13/09/18,36,107450.0000000,107450.0000000,107410.0000000,107420.0000000
13/09/18,11,107370.0000000,107370.0000000,107310.0000000,107310.0000000
13/09/18,7,107300.0000000,107300.0000000,107300.0000000,107300.0000000
13/09/18,3,107300.0000000,107300.0000000,107260.0000000,107260.0000000
13/09/18,2,107270.0000000,107270.0000000,107270.0000000,107270.0000000
13/09/18,32,107280.0000000,107300.0000000,107260.0000000,107300.0000000
13/09/18,39,107250.0000000,107250.0000000,107170.0000000,107170.0000000
